TE_REAL
0.998168 0.002690
0.991106 0.001074
0.984032 -0.000493
0.976948 -0.002011
0.969854 -0.003480
0.962749 -0.004899
0.955635 -0.006269
0.948512 -0.007590
0.941379 -0.008862
0.934238 -0.010084
0.927089 -0.011257
0.919932 -0.012380
0.912767 -0.013454
0.905595 -0.014480
0.898416 -0.015456
0.891231 -0.016384
0.884040 -0.017263
0.876843 -0.018095
0.869641 -0.018878
0.862433 -0.019613
0.855221 -0.020302
0.848005 -0.020943
0.840785 -0.021538
0.833561 -0.022086
0.826334 -0.022588
0.819103 -0.023045
0.811870 -0.023457
0.804635 -0.023825
0.797397 -0.024148
0.790158 -0.024427
0.782917 -0.024664
0.775675 -0.024858
0.768432 -0.025010
0.761188 -0.025120
0.753944 -0.025190
0.746699 -0.025219
0.739455 -0.025208
0.732210 -0.025159
0.724966 -0.025070
0.717722 -0.024944
0.710479 -0.024780
0.703238 -0.024580
0.695997 -0.024343
0.688757 -0.024071
0.681519 -0.023764
0.674282 -0.023423
0.667047 -0.023049
0.659814 -0.022642
0.652583 -0.022202
0.645353 -0.021731
0.638126 -0.021229
0.630901 -0.020697
0.623678 -0.020136
0.616457 -0.019545
0.609239 -0.018926
0.602023 -0.018280
0.594810 -0.017607
0.587599 -0.016908
0.580390 -0.016183
0.573184 -0.015433
0.565981 -0.014659
0.558780 -0.013862
0.551582 -0.013041
0.544387 -0.012198
0.537194 -0.011334
0.530003 -0.010449
0.522815 -0.009543
0.515630 -0.008617
0.508447 -0.007673
0.501266 -0.006710
0.494088 -0.005729
0.486912 -0.004731
0.479739 -0.003716
0.472568 -0.002685
0.465399 -0.001639
0.458232 -0.000578
0.451068 0.000497
0.443905 0.001586
0.436745 0.002688
0.429586 0.003803
0.422429 0.004929
0.415274 0.006067
0.408121 0.007216
0.400969 0.008375
0.393820 0.009543
0.386671 0.010721
0.379524 0.011908
0.372378 0.013103
0.365234 0.014305
0.358091 0.015515
0.350949 0.016731
0.343808 0.017954
0.336668 0.019182
0.329529 0.020415
0.322391 0.021654
0.315253 0.022896
0.308116 0.024143
0.300980 0.025392
0.293844 0.026645
0.286709 0.027900
0.279574 0.029158
0.272440 0.030417
0.265305 0.031678
0.258171 0.032939
0.251037 0.034202
0.243903 0.035464
0.236768 0.036726
0.229634 0.037988
0.222500 0.039249
0.215365 0.040509
0.208230 0.041768
0.201095 0.043024
0.193960 0.044279
0.186824 0.045531
0.179688 0.046781
0.172551 0.048028
0.165414 0.049272
0.158276 0.050513
0.151138 0.051750
0.143998 0.052984
0.136859 0.054214
0.129718 0.055440
0.122577 0.056661
0.115435 0.057879
0.108293 0.059092
0.101149 0.060300
0.094005 0.061504
0.086860 0.062703
0.079714 0.063898
0.072534 0.064838
0.065295 0.065014
0.058079 0.064412
0.050969 0.063037
0.044048 0.060905
0.037396 0.058042
0.031089 0.054480
0.025202 0.050261
0.019801 0.045433
0.014949 0.040052
0.010703 0.034181
0.007112 0.027888
0.004216 0.021245
0.002051 0.014328
0.000640 0.007219
0.000000 0.000000
0.000139 -0.007247
0.001054 -0.014436
0.002736 -0.021486
0.005164 -0.028314
0.008312 -0.034841
0.012141 -0.040993
0.016609 -0.046697
0.021663 -0.051887
0.027244 -0.056505
0.033289 -0.060495
0.039727 -0.063813
0.046484 -0.066419
0.053481 -0.068284
0.060618 -0.069526
0.067770 -0.070685
0.074927 -0.071815
0.082087 -0.072916
0.089252 -0.073988
0.096421 -0.075030
0.103595 -0.076044
0.110772 -0.077029
0.117954 -0.077984
0.125139 -0.078911
0.132328 -0.079808
0.139521 -0.080677
0.146717 -0.081517
0.153916 -0.082328
0.161118 -0.083110
0.168324 -0.083863
0.175532 -0.084588
0.182744 -0.085284
0.189957 -0.085952
0.197174 -0.086591
0.204393 -0.087202
0.211614 -0.087784
0.218838 -0.088338
0.226063 -0.088864
0.233291 -0.089362
0.240520 -0.089832
0.247752 -0.090274
0.254984 -0.090688
0.262219 -0.091075
0.269455 -0.091434
0.276692 -0.091765
0.283930 -0.092069
0.291169 -0.092346
0.298410 -0.092596
0.305651 -0.092818
0.312893 -0.093014
0.320136 -0.093182
0.327379 -0.093324
0.334623 -0.093440
0.341867 -0.093529
0.349112 -0.093591
0.356356 -0.093627
0.363601 -0.093637
0.370846 -0.093621
0.378090 -0.093579
0.385335 -0.093511
0.392579 -0.093418
0.399822 -0.093299
0.407066 -0.093155
0.414308 -0.092985
0.421550 -0.092790
0.428792 -0.092570
0.436032 -0.092325
0.443272 -0.092055
0.450511 -0.091761
0.457748 -0.091441
0.464985 -0.091098
0.472220 -0.090730
0.479454 -0.090338
0.486687 -0.089921
0.493918 -0.089481
0.501148 -0.089017
0.508377 -0.088529
0.515603 -0.088017
0.522828 -0.087482
0.530051 -0.086924
0.537273 -0.086342
0.544492 -0.085737
0.551709 -0.085109
0.558925 -0.084457
0.566138 -0.083783
0.573349 -0.083087
0.580558 -0.082367
0.587765 -0.081625
0.594969 -0.080861
0.602171 -0.080074
0.609371 -0.079265
0.616568 -0.078433
0.623762 -0.077580
0.630954 -0.076705
0.638143 -0.075808
0.645329 -0.074889
0.652512 -0.073948
0.659693 -0.072986
0.666871 -0.072002
0.674045 -0.070997
0.681217 -0.069971
0.688386 -0.068923
0.695551 -0.067854
0.702714 -0.066764
0.709873 -0.065653
0.717029 -0.064521
0.724181 -0.063368
0.731330 -0.062195
0.738476 -0.061000
0.745618 -0.059785
0.752757 -0.058550
0.759892 -0.057294
0.767023 -0.056017
0.774151 -0.054720
0.781275 -0.053402
0.788396 -0.052065
0.795512 -0.050707
0.802625 -0.049329
0.809733 -0.047930
0.816838 -0.046512
0.823939 -0.045073
0.831035 -0.043615
0.838128 -0.042137
0.845216 -0.040638
0.852300 -0.039120
0.859381 -0.037582
0.866457 -0.036024
0.873528 -0.034446
0.880595 -0.032849
0.887657 -0.031231
0.894715 -0.029595
0.901768 -0.027938
0.908816 -0.026262
0.915860 -0.024566
0.922899 -0.022851
0.929933 -0.021116
0.936963 -0.019361
0.943987 -0.017587
0.951007 -0.015793
0.958021 -0.013980
0.965031 -0.012147
0.972035 -0.010295
0.979034 -0.008423
0.986028 -0.006532
0.993017 -0.004621
1.000000 -0.002690
