TE_REAL
0.997358 0.003970
0.990247 0.002405
0.983124 0.000891
0.975991 -0.000572
0.968847 -0.001984
0.961694 -0.003345
0.954531 -0.004655
0.947359 -0.005913
0.940178 -0.007120
0.932989 -0.008276
0.925792 -0.009381
0.918587 -0.010435
0.911374 -0.011437
0.904155 -0.012389
0.896930 -0.013290
0.889698 -0.014140
0.882461 -0.014941
0.875218 -0.015691
0.867970 -0.016392
0.860718 -0.017044
0.853462 -0.017646
0.846201 -0.018200
0.838937 -0.018706
0.831670 -0.019163
0.824401 -0.019574
0.817128 -0.019937
0.809854 -0.020255
0.802577 -0.020526
0.795299 -0.020752
0.788020 -0.020933
0.780740 -0.021069
0.773459 -0.021162
0.766178 -0.021212
0.758897 -0.021219
0.751616 -0.021184
0.744335 -0.021108
0.737054 -0.020992
0.729774 -0.020835
0.722496 -0.020639
0.715218 -0.020404
0.707942 -0.020131
0.700667 -0.019821
0.693394 -0.019474
0.686122 -0.019091
0.678853 -0.018673
0.671586 -0.018220
0.664321 -0.017734
0.657058 -0.017214
0.649797 -0.016662
0.642539 -0.016078
0.635284 -0.015463
0.628031 -0.014818
0.620781 -0.014143
0.613534 -0.013439
0.606289 -0.012707
0.599047 -0.011948
0.591808 -0.011162
0.584572 -0.010350
0.577339 -0.009512
0.570109 -0.008650
0.562881 -0.007764
0.555657 -0.006855
0.548435 -0.005924
0.541216 -0.004970
0.534000 -0.003996
0.526787 -0.003001
0.519576 -0.001986
0.512368 -0.000952
0.505163 0.000100
0.497961 0.001170
0.490761 0.002258
0.483563 0.003361
0.476368 0.004481
0.469175 0.005615
0.461985 0.006765
0.454797 0.007928
0.447611 0.009104
0.440427 0.010293
0.433245 0.011494
0.426065 0.012706
0.418887 0.013930
0.411711 0.015163
0.404536 0.016407
0.397363 0.017659
0.390191 0.018920
0.383021 0.020189
0.375852 0.021465
0.368684 0.022749
0.361518 0.024038
0.354352 0.025334
0.347187 0.026634
0.340024 0.027940
0.332861 0.029250
0.325699 0.030563
0.318537 0.031880
0.311376 0.033200
0.304215 0.034522
0.297055 0.035846
0.289895 0.037171
0.282735 0.038498
0.275576 0.039825
0.268416 0.041152
0.261256 0.042479
0.254096 0.043805
0.246936 0.045130
0.239776 0.046454
0.232616 0.047776
0.225455 0.049096
0.218293 0.050414
0.211131 0.051729
0.203969 0.053040
0.196806 0.054349
0.189642 0.055653
0.182477 0.056954
0.175312 0.058251
0.168146 0.059543
0.160979 0.060830
0.153811 0.062113
0.146643 0.063391
0.139473 0.064663
0.132302 0.065930
0.125131 0.067191
0.117958 0.068447
0.110785 0.069697
0.103610 0.070941
0.096434 0.072179
0.089256 0.073412
0.082033 0.074315
0.074757 0.074525
0.067495 0.074039
0.060312 0.072861
0.053274 0.071003
0.046445 0.068481
0.039887 0.065319
0.033661 0.061545
0.027822 0.057193
0.022425 0.052303
0.017517 0.046920
0.013145 0.041093
0.009348 0.034875
0.006161 0.028323
0.003612 0.021496
0.001725 0.014457
0.000518 0.007270
0.000000 0.000000
0.000177 -0.007286
