run_id,timestamp,source,chord_length_mm,leading_edge_angle_deg,leading_edge_thickness_level,trailing_edge_angle_deg,trailing_edge_thickness_mm,te_upr_angle_deg,te_lwr_angle_deg,alpha_deg,velocidad_kmh,reynolds,CL,CD,CM,LD,status,error_detail
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,-10,110,436159,,,,,error_xfoil_no_converge,TE-real no converge a-10 v110
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,0,180,713715,-0.5529,0.0189,0.1495,-29.25396825396825,ok,
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,-2,180,713715,-0.7856,0.01983,0.1469,-39.61674230963187,ok,
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,-4,180,713715,-1.0171,0.02287,0.1446,-44.4731088762571,ok,
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,-6,180,713715,-1.2382,0.0261,0.1401,-47.44061302681992,ok,
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,-8,180,713715,-1.4521,0.03017,0.1358,-48.130593304607224,ok,
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,-10,180,713715,-1.6071,0.03804,0.122,-42.24763406940063,ok,
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,-12,180,713715,-1.729,0.04592,0.1052,-37.65243902439025,ok,
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,0,290,1149873,-0.5697,0.01597,0.153,-35.673137132122726,ok,
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,-2,290,1149873,-0.8027,0.01678,0.1503,-47.836710369487484,ok,
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,-4,290,1149873,-1.0295,0.01866,0.1468,-55.17148981779207,ok,
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,-6,290,1149873,-1.2493,0.02123,0.1418,-58.84597268016958,ok,
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,-8,290,1149873,-1.461,0.02361,0.1361,-61.88055908513343,ok,
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,-10,290,1149873,-1.6499,0.02794,0.1272,-59.05153901216893,ok,
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,-12,290,1149873,-1.7982,0.03228,0.1116,-55.70631970260222,ok,
0023_20260711_193630,2026-07-11T19:36:30,sobol,210.909935,4.836536,0.975881,162.218719,2.50908,7.070058,1.174749,-14,290,1149873,-1.8839,0.03866,0.0892,-48.729953440248316,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,0,110,668348,-0.407,0.01856,0.1138,-21.928879310344826,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-2,110,668348,-0.6169,0.01895,0.1082,-32.55408970976253,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-4,110,668348,-0.8386,0.02129,0.1051,-39.38938468764678,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-6,110,668348,,,,,error_xfoil_no_converge,TE-real no converge a-6 v110
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-8,110,668348,,,,,error_xfoil_no_converge,TE-real no converge a-8 v110
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-10,110,668348,-1.2192,0.06306,0.0603,-19.33396764985728,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,0,180,1093660,-0.4227,0.01507,0.117,-28.049104180491042,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-2,180,1093660,-0.6306,0.01576,0.1111,-40.01269035532995,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-4,180,1093660,-0.8426,0.01738,0.1061,-48.48101265822785,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-6,180,1093660,-1.0569,0.02104,0.102,-50.2328897338403,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-8,180,1093660,-1.254,0.02344,0.0956,-53.49829351535836,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-10,180,1093660,-1.4201,0.0315,0.0847,-45.08253968253968,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-12,180,1093660,-1.5446,0.03847,0.0683,-40.15076683129712,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,0,290,1762008,-0.4363,0.01271,0.12,-34.327301337529505,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-2,290,1762008,-0.6473,0.01357,0.1145,-47.70081061164333,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-4,290,1762008,-0.8575,0.01469,0.1089,-58.37304288631722,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-6,290,1762008,-1.0635,0.01746,0.1031,-60.91065292096219,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-8,290,1762008,-1.2614,0.01842,0.0964,-68.4799131378936,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-10,290,1762008,-1.445,0.02132,0.0871,-67.77673545966229,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-12,290,1762008,-1.6008,0.02643,0.0743,-60.567536889897845,ok,
0024_20260711_193709,2026-07-11T19:37:09,sobol,323.187796,6.962473,0.44657,166.739838,1.944479,11.819213,-5.20178,-14,290,1762008,-1.7081,0.03133,0.055,-54.51962974784552,ok,
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,0,110,442029,,,,,error_xfoil_no_converge,TE-real no converge a0 v110
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-2,110,442029,-0.9097,0.02413,0.1965,-37.699958557811854,ok,
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-4,110,442029,-1.1889,0.02926,0.2051,-40.632262474367735,ok,
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-6,110,442029,,,,,error_xfoil_no_converge,TE-real no converge a-6 v110
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-8,110,442029,,,,,error_xfoil_no_converge,TE-real no converge a-8 v110
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-10,110,442029,,,,,error_xfoil_no_converge,TE-real no converge a-10 v110
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,0,180,723321,-0.7284,0.01988,0.2075,-36.63983903420524,ok,
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-2,180,723321,-0.9323,0.02112,0.2015,-44.14299242424242,ok,
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-4,180,723321,-1.1624,0.02382,0.1998,-48.79932829554996,ok,
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-6,180,723321,-1.4094,0.02977,0.2024,-47.34296271414175,ok,
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-8,180,723321,,,,,error_xfoil_no_converge,TE-real no converge a-8 v180
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-10,180,723321,,,,,error_xfoil_no_converge,TE-real no converge a-10 v180
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-12,180,723321,,,,,error_xfoil_no_converge,TE-real no converge a-12 v180
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,0,290,1165350,-0.7688,0.01658,0.2165,-46.36911942098914,ok,
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-2,290,1165350,-0.952,0.01809,0.2055,-52.62576008844666,ok,
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-4,290,1165350,-1.1457,0.02027,0.1964,-56.521953626048344,ok,
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-6,290,1165350,-1.3633,0.02359,0.1928,-57.791437049597285,ok,
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-8,290,1165350,-1.5129,0.0198,0.1751,-76.40909090909089,ok,
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-10,290,1165350,,,,,error_xfoil_no_converge,TE-real no converge a-10 v290
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-12,290,1165350,,,,,error_xfoil_no_converge,TE-real no converge a-12 v290
0026_20260711_193830,2026-07-11T19:38:30,sobol,213.748615,9.367927,0.487891,159.655678,2.29226,5.811627,-4.128966,-14,290,1165350,,,,,error_xfoil_no_converge,TE-real no converge a-14 v290
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,0,110,585946,-0.3603,0.0214,0.093,-16.836448598130843,ok,
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-2,110,585946,-0.5918,0.0193,0.0902,-30.66321243523316,ok,
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-4,110,585946,-0.8166,0.02113,0.0867,-38.646474207288215,ok,
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-6,110,585946,-1.0324,0.02638,0.0821,-39.13570887035633,ok,
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-8,110,585946,,,,,error_xfoil_no_converge,TE-real no converge a-8 v110
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-10,110,585946,,,,,error_xfoil_no_converge,TE-real no converge a-10 v110
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,0,180,958821,-0.3753,0.01553,0.0958,-24.16613007083065,ok,
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-2,180,958821,-0.6028,0.01589,0.0923,-37.93580868470736,ok,
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-4,180,958821,-0.8251,0.01833,0.0884,-45.01363884342608,ok,
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-6,180,958821,-1.0447,0.0206,0.0838,-50.713592233009706,ok,
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-8,180,958821,-1.2524,0.02274,0.0787,-55.07475813544415,ok,
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-10,180,958821,-1.4352,0.02946,0.0703,-48.716904276985744,ok,
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-12,180,958821,-1.5896,0.03597,0.0592,-44.19238254100639,ok,
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,0,290,1544767,-0.3833,0.01302,0.0975,-29.439324116743467,ok,
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-2,290,1544767,-0.6138,0.01351,0.0944,-45.433012583271655,ok,
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-4,290,1544767,-0.8403,0.0145,0.0907,-57.95172413793104,ok,
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-6,290,1544767,-1.0574,0.01702,0.0858,-62.12690951821386,ok,
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-8,290,1544767,,,,,error_xfoil_no_converge,TE-real no converge a-8 v290
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-10,290,1544767,,,,,error_xfoil_no_converge,TE-real no converge a-10 v290
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-12,290,1544767,,,,,error_xfoil_no_converge,TE-real no converge a-12 v290
0027_20260711_193914,2026-07-11T19:39:14,sobol,283.341341,6.059348,0.700286,165.921227,1.045365,9.495328,2.360665,-14,290,1544767,-1.7714,0.0305,0.0484,-58.07868852459017,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,0,110,819051,-0.5229,0.01831,0.1455,-28.558164937192792,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-2,110,819051,-0.7217,0.01844,0.1391,-39.137744034707154,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-4,110,819051,,,,,error_xfoil_no_converge,TE-real no converge a-4 v110
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-6,110,819051,,,,,error_xfoil_no_converge,TE-real no converge a-6 v110
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-8,110,819051,,,,,error_xfoil_no_converge,TE-real no converge a-8 v110
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-10,110,819051,,,,,error_xfoil_no_converge,TE-real no converge a-10 v110
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,0,180,1340265,-0.5587,0.015,0.1533,-37.24666666666667,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-2,180,1340265,-0.7438,0.01587,0.1436,-46.86830497794581,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-4,180,1340265,-0.9541,0.01834,0.1396,-52.02290076335878,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-6,180,1340265,,,,,error_xfoil_no_converge,TE-real no converge a-6 v180
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-8,180,1340265,-1.3951,0.02605,0.1377,-53.55470249520153,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-10,180,1340265,-1.5547,0.03165,0.1255,-49.12164296998421,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-12,180,1340265,-1.6424,0.04028,0.1025,-40.77457795431976,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,0,290,2159315,-0.597,0.01293,0.1618,-46.171693735498835,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-2,290,2159315,-0.7751,0.01366,0.1502,-56.742313323572475,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-4,290,2159315,-0.9637,0.01608,0.1416,-59.931592039801,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-6,290,2159315,-1.1572,0.01808,0.1341,-64.00442477876106,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-8,290,2159315,-1.3452,0.01955,0.1269,-68.8081841432225,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-10,290,2159315,-1.5262,0.02391,0.1187,-63.8310330405688,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-12,290,2159315,-1.6671,0.0279,0.1038,-59.75268817204301,ok,
0028_20260711_193954,2026-07-11T19:39:54,sobol,396.061905,8.144214,0.270999,161.874717,3.47857,14.119971,-6.262817,-14,290,2159315,-1.7817,0.03363,0.0868,-52.97948260481713,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,0,110,763318,-0.4985,0.01745,0.1362,-28.567335243553007,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-2,110,763318,-0.7228,0.0188,0.1328,-38.4468085106383,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-4,110,763318,-0.9488,0.02158,0.1298,-43.96663577386469,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-6,110,763318,-1.1666,0.0261,0.1258,-44.69731800766284,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-8,110,763318,,,,,error_xfoil_no_converge,TE-real no converge a-8 v110
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-10,110,763318,,,,,error_xfoil_no_converge,TE-real no converge a-10 v110
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,0,180,1249065,-0.5127,0.01463,0.1392,-35.044429254955574,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-2,180,1249065,-0.7348,0.01633,0.1354,-44.99693815064299,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-4,180,1249065,-0.9592,0.01763,0.1319,-54.40726035167329,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-6,180,1249065,-1.1758,0.02021,0.1272,-58.179119247897084,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-8,180,1249065,,,,,error_xfoil_no_converge,TE-real no converge a-8 v180
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-10,180,1249065,-1.5663,0.02796,0.1122,-56.01931330472103,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-12,180,1249065,-1.7157,0.03477,0.0987,-49.34426229508196,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,0,290,2012383,-0.524,0.01268,0.1417,-41.32492113564669,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-2,290,2012383,-0.7528,0.01333,0.1389,-56.47411852963241,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-4,290,2012383,-0.9732,0.01505,0.1346,-64.66445182724253,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-6,290,2012383,-1.1903,0.01673,0.1296,-71.14763897190676,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-8,290,2012383,-1.3995,0.0175,0.1241,-79.97142857142856,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-10,290,2012383,-1.5904,0.02133,0.1153,-74.5616502578528,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-12,290,2012383,-1.7601,0.02444,0.1031,-72.01718494271685,ok,
0029_20260711_194033,2026-07-11T19:40:33,sobol,369.111525,5.20725,0.552648,160.633615,3.917657,11.956815,3.170897,-14,290,2012383,-1.88,0.02853,0.0835,-65.89554854539081,ok,
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,0,110,530216,-0.5293,0.02125,0.1536,-24.908235294117645,ok,
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,-2,110,530216,-0.7532,0.02159,0.1507,-34.886521537748955,ok,
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,-4,110,530216,-0.9917,0.02488,0.1502,-39.85932475884245,ok,
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,-6,110,530216,-1.212,0.02967,0.1464,-40.849342770475225,ok,
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,-8,110,530216,-1.4012,0.03806,0.1392,-36.815554387808724,ok,
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,-10,110,530216,,,,,error_xfoil_no_converge,TE-real no converge a-10 v110
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,0,180,867626,-0.5569,0.01753,0.1594,-31.768397033656584,ok,
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,-2,180,867626,-0.7701,0.01881,0.1543,-40.940988835725676,ok,
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,-4,180,867626,-0.9883,0.02049,0.1496,-48.23328452903855,ok,
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,-6,180,867626,-1.2081,0.02348,0.1457,-51.45229982964224,ok,
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,-8,180,867626,-1.414,0.0283,0.1397,-49.96466431095406,ok,
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,-10,180,867626,,,,,error_xfoil_no_converge,TE-real no converge a-10 v180
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,-12,180,867626,,,,,error_xfoil_no_converge,TE-real no converge a-12 v180
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,0,290,1397842,-0.5827,0.01489,0.1648,-39.133646742780385,ok,
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,-2,290,1397842,-0.7929,0.01555,0.1587,-50.9903536977492,ok,
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,-4,290,1397842,-0.9989,0.01741,0.1515,-57.375071797817355,ok,
0030_20260711_194111,2026-07-11T19:41:11,sobol,256.392432,6.595169,0.820212,164.945444,1.4764,6.580219,-6.955635,-6,290,1397842,-1.1976,0.01932,0.1431,-61.98757763975155,ok,
